phase,card_id,repo_id,field,value_excerpt,judge_score,judge_reason,attr_confidence
M4: Patra→MLHub,4,google/electra-base-discriminator,finetuning_datasets,"[""GLUE"", ""SQuAD"", ""text chunking""]",2,Matches the datasets listed in the README for fine-tuning.,0.850
M4: Patra→MLHub,4,google/electra-base-discriminator,regulatory,[],1,Not mentioned in the Patra card or README; assumed empty by default.,0.400
M4: Patra→MLHub,4,google/electra-base-discriminator,multi_modal,false,1,Not mentioned in the Patra card or README; assumed false by default.,0.850
M4: Patra→MLHub,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,name,paraphrase-multilingual-MiniLM-L12-v2,2,Matches the name in the Patra model card,1.000
M4: Patra→MLHub,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,author,sentence-transformers,2,Matches the author in the Patra model card,1.000
M4: Patra→MLHub,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,model_type,dnn,2,Matches the ai_model_model_type in the Patra model card,1.000
M4: Patra→MLHub,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,license,apache-2.0,2,Matches the ai_model_license in the Patra model card and README,1.000
M4: Patra→MLHub,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,keywords,"[""sentence-transformers"", ""pytorch"", ""tf"", ""onnx"", ""openvino"", ""bert"", ""feature-",2,Matches the keywords in the Patra model card,1.000
M4: Patra→MLHub,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,libraries,"[""pytorch""]",2,Matches the ai_model_framework in the Patra model card,1.000
M4: Patra→MLHub,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,task_types,"[""TextClassification"", ""FillMask"", ""TextGeneration""]",0,"Contradicted by the Patra model card, which describes the model as for sentence similarity, not text classification, fill mask, or text generation",1.000
M4: Patra→MLHub,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,inference_hardware,"{""accelerators"": null, ""architectures"": null, ""cpus"": null, ""disk_gb"": null, ""me",1,"Memory_gb is inferred from experiments, but other fields are null",0.950
M4: Patra→MLHub,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,inference_max_energy_consumption_watts,206,2,Matches the power_w=206 from the A100 experiment,0.950
M4: Patra→MLHub,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,inference_max_latency_ms,28,2,Matches the latency_ms=28 from the CPU-x86 experiment,0.950
M4: Patra→MLHub,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,inference_min_throughput,35,1,"Inferred from experiments, but not explicitly stated",0.950
M4: Patra→MLHub,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,inference_max_memory_usage_mb,16384,1,"Inferred from experiments, but not explicitly stated",0.950
M4: Patra→MLHub,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,inference_distributed,false,1,"Inferred from general knowledge, not explicitly stated",0.950
M4: Patra→MLHub,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,pretrained,true,2,Implied by the full_description in the Patra model card,0.850
M4: Patra→MLHub,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,quantization_aware,false,1,"Inferred from general knowledge, not explicitly stated",0.400
M4: Patra→MLHub,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,model_outputs,"[{""data_type"": ""float32"", ""shape"": [384]}]",2,Matches the output_data in the Patra model card (384-dimensional float32 vector),0.850
M4: Patra→MLHub,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,model_inputs,"[{""data_type"": ""text"", ""shape"": null}]",2,Matches the input_type in the Patra model card (text),0.850
M4: Patra→MLHub,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,edge_optimized,false,1,"Inferred from general knowledge, not explicitly stated",0.600
M4: Patra→MLHub,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,slimmed,true,2,Implied by the name 'MiniLM' in the Patra model card,0.600
M4: Patra→MLHub,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,supports_quantization,true,1,"Inferred from general knowledge, not explicitly stated",0.600
M4: Patra→MLHub,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,annotations,"{""provenance"": ""Patra card and README""}",2,Correctly references the provenance as Patra card and README,0.850
M4: Patra→MLHub,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,pruned,false,1,"Inferred from general knowledge, not explicitly stated",0.400
M4: Patra→MLHub,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,regulatory,[],1,"Inferred from general knowledge, not explicitly stated",0.400
M4: Patra→MLHub,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,multi_modal,false,2,Correctly indicates false as the model only accepts text input,0.850
M4: Patra→MLHub,6,WasamiKirua/Hexis-Vesper-12B,name,Hexis-Vesper-12B,2,Name is directly taken from the Patra model card.,1.000
M4: Patra→MLHub,6,WasamiKirua/Hexis-Vesper-12B,author,WasamiKirua,2,Author is directly taken from the Patra model card.,1.000
M4: Patra→MLHub,6,WasamiKirua/Hexis-Vesper-12B,model_type,llm,2,Model type 'llm' is directly specified in the Patra model card.,1.000
M4: Patra→MLHub,6,WasamiKirua/Hexis-Vesper-12B,keywords,"[""transformers"", ""mistral"", ""text-generation"", ""mergekit"", ""merge"", ""sentient"", ",2,Keywords are directly taken from the Patra model card and README.,1.000
M4: Patra→MLHub,6,WasamiKirua/Hexis-Vesper-12B,libraries,"[""pytorch""]",2,Library 'pytorch' is directly specified in the Patra model card.,1.000
M4: Patra→MLHub,6,WasamiKirua/Hexis-Vesper-12B,task_types,"[""TextClassification"", ""FillMask"", ""TextGeneration""]",1,Task types are inferred from general knowledge about LLMs and the model's text generation focus.,1.000
M4: Patra→MLHub,6,WasamiKirua/Hexis-Vesper-12B,inference_hardware,"{""accelerators"": [{""accelerator_type"": ""A100"", ""cores"": null, ""memory_gb"": 80, """,2,Hardware details are directly supported by the experiments data (A100 device).,0.750
M4: Patra→MLHub,6,WasamiKirua/Hexis-Vesper-12B,inference_max_energy_consumption_watts,309,2,Max energy consumption is directly supported by the experiments data (309.4 watts).,0.750
M4: Patra→MLHub,6,WasamiKirua/Hexis-Vesper-12B,inference_max_latency_ms,245,2,Max latency is directly supported by the experiments data (245 ms).,0.750
M4: Patra→MLHub,6,WasamiKirua/Hexis-Vesper-12B,inference_min_throughput,4,0,Throughput is not mentioned in the provided data.,0.750
M4: Patra→MLHub,6,WasamiKirua/Hexis-Vesper-12B,inference_max_memory_usage_mb,81920,1,Memory usage is inferred from the A100 GPU's 80 GB memory (81920 MB).,0.750
M4: Patra→MLHub,6,WasamiKirua/Hexis-Vesper-12B,inference_distributed,false,1,"Distributed inference is not mentioned, so defaulting to false is acceptable but not directly supported.",0.750
M4: Patra→MLHub,6,WasamiKirua/Hexis-Vesper-12B,pretrained,true,2,The model is clearly described as a pretrained checkpoint in the Patra model card.,0.850
M4: Patra→MLHub,6,WasamiKirua/Hexis-Vesper-12B,model_outputs,"[{""data_type"": ""text"", ""shape"": null}]",2,"Output is text, as directly specified in the Patra model card.",0.600
M4: Patra→MLHub,6,WasamiKirua/Hexis-Vesper-12B,image,https://i.postimg.cc/4yWDYhTd/Gemini-Generated-Image-sjelsasjelsasjel.png,2,Image URL is directly taken from the README.,0.850
M4: Patra→MLHub,6,WasamiKirua/Hexis-Vesper-12B,model_inputs,"[{""data_type"": ""text"", ""shape"": null}]",2,"Input is text, as directly specified in the Patra model card.",0.850
M4: Patra→MLHub,6,WasamiKirua/Hexis-Vesper-12B,edge_optimized,false,1,"Edge optimization is not mentioned, so defaulting to false is acceptable but not directly supported.",0.600
M4: Patra→MLHub,6,WasamiKirua/Hexis-Vesper-12B,annotations,"{""provenance"": ""Patra card and README""}",2,Provenance is correctly attributed to the Patra card and README.,0.850
M4: Patra→MLHub,6,WasamiKirua/Hexis-Vesper-12B,regulatory,[],1,"Regulatory compliance is not mentioned, so an empty array is acceptable but not directly supported.",0.400
M4: Patra→MLHub,6,WasamiKirua/Hexis-Vesper-12B,multi_modal,false,2,The model is not described as multi-modal in the Patra card or README.,0.850
M4: Patra→MLHub,7,donaldsebleung/fashion-mnist-mlp,name,fashion-mnist-mlp,2,Matches the name in the Patra model card.,1.000
M4: Patra→MLHub,7,donaldsebleung/fashion-mnist-mlp,author,donaldsebleung,2,Matches the author in the Patra model card.,1.000
M4: Patra→MLHub,7,donaldsebleung/fashion-mnist-mlp,model_type,dnn,2,Matches the ai_model_model_type in the Patra model card.,1.000
M4: Patra→MLHub,7,donaldsebleung/fashion-mnist-mlp,license,apache-2.0,2,Matches the ai_model_license in the Patra model card and README.,1.000
M4: Patra→MLHub,7,donaldsebleung/fashion-mnist-mlp,pretraining_datasets,"[""https://huggingface.co/datasets/zalando-datasets/fashion_mnist""]",2,Matches the input_data in the Patra model card and datasets in the README.,1.000
M4: Patra→MLHub,7,donaldsebleung/fashion-mnist-mlp,keywords,"[""onnx"", ""image-classification"", ""en""]",2,Matches the keywords in the Patra model card and README.,1.000
M4: Patra→MLHub,7,donaldsebleung/fashion-mnist-mlp,libraries,"[""pytorch""]",2,Matches the ai_model_framework in the Patra model card.,1.000
M4: Patra→MLHub,7,donaldsebleung/fashion-mnist-mlp,task_types,"[""ImageClassification""]",2,Matches the pipeline_tag in the README and category in the Patra model card.,1.000
M4: Patra→MLHub,7,donaldsebleung/fashion-mnist-mlp,inference_hardware,"{""accelerators"": [{""accelerator_type"": ""Jetson Nano"", ""cores"": null, ""memory_gb""",1,"Jetson Nano is mentioned in the experiments, but other hardware details are inferred.",0.950
M4: Patra→MLHub,7,donaldsebleung/fashion-mnist-mlp,inference_max_energy_consumption_watts,19,1,Inferred from the highest power_w in the experiments (18.8).,0.950
M4: Patra→MLHub,7,donaldsebleung/fashion-mnist-mlp,inference_max_latency_ms,60,2,Matches the highest latency_ms in the experiments (60).,0.950
M4: Patra→MLHub,7,donaldsebleung/fashion-mnist-mlp,inference_min_throughput,16,1,Inferred from the lowest images/sec in the experiments (16.67).,0.950
M4: Patra→MLHub,7,donaldsebleung/fashion-mnist-mlp,inference_max_memory_usage_mb,4096,1,"Not explicitly mentioned, inferred from general knowledge of Jetson Nano and CPU usage.",0.950
M4: Patra→MLHub,7,donaldsebleung/fashion-mnist-mlp,inference_distributed,false,2,"Matches the experiments, which do not indicate distributed inference.",0.950
M4: Patra→MLHub,7,donaldsebleung/fashion-mnist-mlp,pretrained,false,2,"Matches the model card, which indicates it is a trained model.",0.600
M4: Patra→MLHub,7,donaldsebleung/fashion-mnist-mlp,quantization_aware,false,2,"Not mentioned in the model card or experiments, so assumed false.",0.400
M4: Patra→MLHub,7,donaldsebleung/fashion-mnist-mlp,model_outputs,"[{""data_type"": ""class label"", ""shape"": [10]}]",2,Matches the output_data in the Patra model card.,0.600
M4: Patra→MLHub,7,donaldsebleung/fashion-mnist-mlp,model_inputs,"[{""data_type"": ""Image"", ""shape"": [784]}]",2,Matches the input_type and input shape in the Patra model card.,0.600
M4: Patra→MLHub,7,donaldsebleung/fashion-mnist-mlp,edge_optimized,true,2,"Jetson Nano is an edge device, and the model is deployed there, indicating edge optimization.",0.600
M4: Patra→MLHub,7,donaldsebleung/fashion-mnist-mlp,slimmed,false,2,"Not mentioned in the model card or experiments, so assumed false.",0.400
M4: Patra→MLHub,7,donaldsebleung/fashion-mnist-mlp,annotations,"{""source"": ""Patra card and README""}",2,Correctly references the Patra card and README as sources.,0.850
M4: Patra→MLHub,7,donaldsebleung/fashion-mnist-mlp,training_distributed,false,2,"Not mentioned in the model card or experiments, so assumed false.",0.400
M4: Patra→MLHub,7,donaldsebleung/fashion-mnist-mlp,pruned,false,2,"Not mentioned in the model card or experiments, so assumed false.",0.400
M4: Patra→MLHub,7,donaldsebleung/fashion-mnist-mlp,finetuning_datasets,[],2,"Not mentioned in the model card or experiments, so assumed empty.",0.600
M4: Patra→MLHub,7,donaldsebleung/fashion-mnist-mlp,regulatory,[],2,"Not mentioned in the model card or experiments, so assumed empty.",0.400
M4: Patra→MLHub,7,donaldsebleung/fashion-mnist-mlp,multi_modal,false,2,"Not mentioned in the model card or experiments, so assumed false.",0.850
M4: Patra→MLHub,8,Haerim/en_child_mlm_42_english8192,name,en_child_mlm_42_english8192,2,Name matches the authoritative Patra model card and README.,1.000
M4: Patra→MLHub,8,Haerim/en_child_mlm_42_english8192,author,Haerim,2,Author is explicitly stated in the Patra model card.,1.000
M4: Patra→MLHub,8,Haerim/en_child_mlm_42_english8192,model_type,llm,2,Model type 'llm' is explicitly stated in the Patra model card.,1.000
M4: Patra→MLHub,8,Haerim/en_child_mlm_42_english8192,keywords,"[""transformers"", ""roberta"", ""fill-mask"", ""generated_from_trainer""]",2,Keywords are directly taken from the Patra model card.,1.000
M4: Patra→MLHub,8,Haerim/en_child_mlm_42_english8192,libraries,"[""pytorch""]",2,Library 'pytorch' is explicitly stated in the Patra model card.,1.000
M4: Patra→MLHub,8,Haerim/en_child_mlm_42_english8192,task_types,"[""TextClassification"", ""FillMask"", ""TextGeneration""]",1,"Task types are inferred from the model's purpose and keywords, not explicitly stated.",1.000
M4: Patra→MLHub,8,Haerim/en_child_mlm_42_english8192,inference_hardware,"{""accelerators"": [{""accelerator_type"": ""A100"", ""cores"": null, ""memory_gb"": 80, """,2,Hardware details are derived from the experiment logs and are accurate.,0.750
M4: Patra→MLHub,8,Haerim/en_child_mlm_42_english8192,inference_max_energy_consumption_watts,253,2,Value is directly derived from the experiment logs.,0.750
M4: Patra→MLHub,8,Haerim/en_child_mlm_42_english8192,inference_max_latency_ms,95,2,Value is directly derived from the experiment logs.,0.750
M4: Patra→MLHub,8,Haerim/en_child_mlm_42_english8192,inference_min_throughput,10,1,"Throughput is inferred from the number of images processed, not explicitly stated.",0.750
M4: Patra→MLHub,8,Haerim/en_child_mlm_42_english8192,inference_max_memory_usage_mb,81920,1,"Memory usage is inferred from the '8192' in the model name, not explicitly stated.",0.750
M4: Patra→MLHub,8,Haerim/en_child_mlm_42_english8192,inference_distributed,false,2,"Model is not stated to be distributed, so the value is correctly set to false.",0.750
M4: Patra→MLHub,8,Haerim/en_child_mlm_42_english8192,pretrained,true,2,"Model is stated to be a fine-tuned version, implying it is pretrained.",0.600
M4: Patra→MLHub,8,Haerim/en_child_mlm_42_english8192,quantization_aware,false,2,No evidence of quantization-aware training in the provided sources.,0.600
M4: Patra→MLHub,8,Haerim/en_child_mlm_42_english8192,model_outputs,"[{""data_type"": ""predicted token"", ""shape"": null}]",2,Output is explicitly stated in the Patra model card.,0.600
M4: Patra→MLHub,8,Haerim/en_child_mlm_42_english8192,model_inputs,"[{""data_type"": ""text"", ""shape"": null}]",2,Input is explicitly stated in the Patra model card.,0.850
M4: Patra→MLHub,8,Haerim/en_child_mlm_42_english8192,edge_optimized,false,2,No evidence of edge optimization in the provided sources.,0.600
M4: Patra→MLHub,8,Haerim/en_child_mlm_42_english8192,slimmed,false,2,No evidence of slimming in the provided sources.,0.600
M4: Patra→MLHub,8,Haerim/en_child_mlm_42_english8192,annotations,"{""source"": ""Patra card and README""}",2,Annotation source is correctly stated as 'Patra card and README'.,0.850
M4: Patra→MLHub,8,Haerim/en_child_mlm_42_english8192,pruned,false,2,No evidence of pruning in the provided sources.,0.600
M4: Patra→MLHub,8,Haerim/en_child_mlm_42_english8192,finetuning_datasets,[],2,No datasets are explicitly stated in the provided sources.,0.600
